"day","month","year","speaker"
16,8,21,"Lydia"
16,8,21,"Elias"
16,8,21,"Elias"
16,8,21,"Lydia"
16,8,21,"Elias"
16,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Elias"
17,8,21,"Lydia"
17,8,21,"Lydia"
17,8,21,"Lydia"
18,8,21,"Elias"
18,8,21,"Lydia"
18,8,21,"Elias"
18,8,21,"Lydia"
19,8,21,"Elias"
19,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Elias"
20,8,21,"Elias"
20,8,21,"Lydia"
20,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Lydia"
21,8,21,"Lydia"
21,8,21,"Elias"
21,8,21,"Elias"
21,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Lydia"
22,8,21,"Elias"
22,8,21,"Elias"
23,8,21,"Lydia"
23,8,21,"Elias"
23,8,21,"Elias"
24,8,21,"Lydia"
24,8,21,"Lydia"
24,8,21,"Lydia"
24,8,21,"Elias"
24,8,21,"Lydia"
24,8,21,"Elias"
24,8,21,"Lydia"
24,8,21,"Lydia"
24,8,21,"Lydia"
24,8,21,"Elias"
24,8,21,"Lydia"
24,8,21,"Lydia"
24,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
26,8,21,"Elias"
26,8,21,"Lydia"
26,8,21,"Lydia"
26,8,21,"Elias"
27,8,21,"Elias"
27,8,21,"Lydia"
27,8,21,"Lydia"
27,8,21,"Lydia"
27,8,21,"Elias"
27,8,21,"Elias"
27,8,21,"Elias"
27,8,21,"Elias"
27,8,21,"Lydia"
27,8,21,"Lydia"
27,8,21,"Elias"
27,8,21,"Elias"
27,8,21,"Lydia"
27,8,21,"Lydia"
27,8,21,"Elias"
27,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Lydia"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Lydia"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Lydia"
28,8,21,"Lydia"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Lydia"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Elias"
28,8,21,"Lydia"
28,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Elias"
29,8,21,"Elias"
29,8,21,"Lydia"
29,8,21,"Lydia"
30,8,21,"Lydia"
30,8,21,"Elias"
30,8,21,"Lydia"
30,8,21,"Lydia"
30,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Elias"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
31,8,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Lydia"
1,9,21,"Lydia"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Elias"
1,9,21,"Elias"
2,9,21,"Lydia"
2,9,21,"Lydia"
2,9,21,"Lydia"
2,9,21,"Elias"
2,9,21,"Lydia"
2,9,21,"Elias"
2,9,21,"Elias"
2,9,21,"Lydia"
2,9,21,"Elias"
2,9,21,"Lydia"
2,9,21,"Elias"
2,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Lydia"
3,9,21,"Lydia"
3,9,21,"Elias"
3,9,21,"Lydia"
4,9,21,"Elias"
4,9,21,"Elias"
4,9,21,"Lydia"
4,9,21,"Lydia"
4,9,21,"Elias"
4,9,21,"Elias"
4,9,21,"Lydia"
4,9,21,"Lydia"
4,9,21,"Elias"
4,9,21,"Lydia"
4,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Elias"
5,9,21,"Elias"
5,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Lydia"
5,9,21,"Lydia"
5,9,21,"Lydia"
5,9,21,"Lydia"
5,9,21,"Elias"
5,9,21,"Elias"
5,9,21,"Elias"
5,9,21,"Lydia"
5,9,21,"Lydia"
5,9,21,"Lydia"
6,9,21,"Elias"
6,9,21,"Elias"
6,9,21,"Elias"
6,9,21,"Lydia"
6,9,21,"Lydia"
6,9,21,"Lydia"
6,9,21,"Elias"
6,9,21,"Elias"
6,9,21,"Lydia"
6,9,21,"Elias"
6,9,21,"Elias"
7,9,21,"Lydia"
7,9,21,"Elias"
7,9,21,"Elias"
7,9,21,"Lydia"
7,9,21,"Lydia"
7,9,21,"Elias"
7,9,21,"Elias"
7,9,21,"Elias"
7,9,21,"Lydia"
8,9,21,"Elias"
8,9,21,"Elias"
8,9,21,"Lydia"
8,9,21,"Lydia"
8,9,21,"Elias"
8,9,21,"Lydia"
8,9,21,"Elias"
8,9,21,"Lydia"
8,9,21,"Lydia"
8,9,21,"Elias"
8,9,21,"Elias"
8,9,21,"Lydia"
9,9,21,"Elias"
9,9,21,"Lydia"
9,9,21,"Lydia"
9,9,21,"Elias"
9,9,21,"Elias"
9,9,21,"Elias"
9,9,21,"Lydia"
9,9,21,"Lydia"
9,9,21,"Elias"
9,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Lydia"
10,9,21,"Lydia"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
10,9,21,"Elias"
11,9,21,"Lydia"
11,9,21,"Lydia"
11,9,21,"Lydia"
11,9,21,"Lydia"
11,9,21,"Lydia"
11,9,21,"Elias"
11,9,21,"Elias"
11,9,21,"Elias"
11,9,21,"Elias"
11,9,21,"Lydia"
11,9,21,"Elias"
11,9,21,"Lydia"
11,9,21,"Lydia"
11,9,21,"Elias"
11,9,21,"Elias"
11,9,21,"Lydia"
11,9,21,"Lydia"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Lydia"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Elias"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Elias"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Lydia"
12,9,21,"Elias"
12,9,21,"Elias"
12,9,21,"Lydia"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Elias"
13,9,21,"Elias"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Lydia"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Elias"
13,9,21,"Elias"
13,9,21,"Lydia"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Elias"
13,9,21,"Lydia"
13,9,21,"Lydia"
13,9,21,"Elias"
13,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Elias"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Lydia"
15,9,21,"Elias"
15,9,21,"Elias"
15,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Lydia"
16,9,21,"Lydia"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Elias"
16,9,21,"Lydia"
16,9,21,"Lydia"
17,9,21,"Elias"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Elias"
17,9,21,"Elias"
17,9,21,"Elias"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Elias"
17,9,21,"Elias"
17,9,21,"Elias"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Elias"
17,9,21,"Lydia"
17,9,21,"Lydia"
17,9,21,"Elias"
17,9,21,"Lydia"
17,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Lydia"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Elias"
19,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Elias"
20,9,21,"Elias"
20,9,21,"Lydia"
20,9,21,"Elias"
20,9,21,"Lydia"
20,9,21,"Lydia"
20,9,21,"Elias"
21,9,21,"Lydia"
21,9,21,"Elias"
21,9,21,"Elias"
21,9,21,"Lydia"
21,9,21,"Lydia"
21,9,21,"Elias"
21,9,21,"Lydia"
21,9,21,"Elias"
21,9,21,"Elias"
21,9,21,"Lydia"
21,9,21,"Lydia"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Elias"
22,9,21,"Elias"
22,9,21,"Lydia"
22,9,21,"Lydia"
22,9,21,"Elias"
22,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Lydia"
23,9,21,"Lydia"
23,9,21,"Lydia"
23,9,21,"Elias"
23,9,21,"Elias"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Elias"
24,9,21,"Elias"
24,9,21,"Lydia"
24,9,21,"Elias"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Elias"
24,9,21,"Elias"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Lydia"
24,9,21,"Elias"
24,9,21,"Elias"
24,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Elias"
25,9,21,"Lydia"
25,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Elias"
26,9,21,"Lydia"
26,9,21,"Lydia"
26,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Elias"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
27,9,21,"Lydia"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Elias"
28,9,21,"Lydia"
28,9,21,"Lydia"
28,9,21,"Elias"
28,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Elias"
29,9,21,"Lydia"
29,9,21,"Lydia"
29,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Elias"
30,9,21,"Lydia"
30,9,21,"Lydia"
30,9,21,"Elias"
30,9,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Lydia"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Elias"
1,10,21,"Lydia"
1,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Lydia"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
2,10,21,"Elias"
